Depth,hzlm,UCS_pred,UCS_traditional,Es_pred,Es_traditional,us_pred,us_traditional,Fai_pred,Fai_traditional,C_pred,C_traditional
2931.125,0,49.19776039,55.16,6.709545753,6.85,0.166579896,0.15,26.50630591,25.67,12.3321316,13.94
2931.25,0,48.97844997,55.32,6.67082021,6.92,0.166315493,0.15,26.69575319,25.96,12.31335087,13.98
2931.375,0,48.98838462,55.67,6.686017854,6.94,0.166946802,0.15,27.01617331,25.97,12.28574959,14.07
2931.5,0,47.81866186,55.29,6.661488519,6.93,0.167547125,0.15,27.01263901,26.01,12.03762138,13.98
2931.625,0,47.81565528,54.3,6.662167876,6.89,0.167329912,0.15,27.01014804,26.12,12.05790051,13.75
2931.75,0,47.94601014,53.27,6.662334002,6.84,0.168104442,0.15,26.88856879,26.25,12.04362706,13.51
2931.875,0,47.94107187,52.72,6.618760465,6.82,0.168339048,0.15,26.76855704,26.31,12.11045284,13.38
2932,0,48.15917589,52.88,6.658500493,6.83,0.168144667,0.15,26.79807829,26.29,12.10005835,13.42
2932.125,0,48.2872681,53.43,6.671624726,6.85,0.168125377,0.15,26.78737903,26.23,12.15620902,13.55
2932.25,0,48.2872681,53.8,6.672775026,6.87,0.168089774,0.15,26.76166348,26.18,12.14957873,13.63
2932.375,0,48.2928695,53.75,6.673109016,6.86,0.167601091,0.15,26.75387074,26.19,12.15885209,13.62
2932.5,0,48.2928695,53.59,6.673109016,6.86,0.167601091,0.15,26.7554011,26.21,12.14981213,13.58
2932.625,0,48.2928695,53.58,6.674259316,6.86,0.167504229,0.15,26.80587665,26.21,12.15761494,13.58
2932.75,0,49.3619537,53.43,6.690717406,6.85,0.166662105,0.15,26.63741841,26.23,12.34928398,13.55
2932.875,0,49.51145518,53.11,6.701634457,6.82,0.166744905,0.16,26.51801067,26.15,12.44090773,13.47
2933,0,50.47631153,53.4,6.691977154,6.76,0.166875515,0.16,26.21651456,25.72,12.59408893,13.52
2933.125,0,50.62477162,54.05,6.683644443,6.72,0.166857624,0.16,25.95470548,25.27,12.64711785,13.66
2933.25,0,50.43580773,54.59,6.688516127,6.74,0.166895168,0.16,25.98170066,25.19,12.62003701,13.78
2933.375,0,50.11295315,53.89,6.685887873,6.79,0.16678418,0.16,26.35438537,25.76,12.50384199,13.64
2933.5,0,48.47683778,52.99,6.630322812,6.83,0.167008381,0.15,26.75067389,26.28,12.17639009,13.44
2933.625,0,48.17602554,53.18,6.662413369,6.84,0.16792314,0.15,26.68330277,26.26,12.12751359,13.49
2933.75,0,48.16382568,53.08,6.665352713,6.84,0.167832727,0.15,26.66584856,26.27,12.09618083,13.47
2933.875,0,48.05917602,53.26,6.655028971,6.84,0.167470957,0.15,26.71367795,26.25,12.0937313,13.51
2934,0,48.02271755,53.73,6.657452334,6.86,0.16763916,0.15,26.72645221,26.19,12.09526369,13.62
2934.125,0,48.03101163,54.14,6.66720929,6.88,0.167637939,0.15,26.78657274,26.14,12.09526369,13.71
2934.25,0,47.8873973,54.27,6.674893621,6.89,0.167649467,0.15,26.84304068,26.13,12.03573587,13.74
2934.375,0,47.38376425,54.02,6.690120864,6.88,0.167644703,0.15,26.83887699,26.16,11.98491858,13.69
2934.5,0,47.37939606,53.52,6.684763541,6.85,0.167449139,0.15,26.7417689,26.22,11.99858727,13.57
2934.625,0,47.50753071,52.94,6.678337881,6.83,0.167450092,0.15,26.70186171,26.28,11.97027353,13.43
2934.75,0,48.08559345,52.58,6.652545552,6.82,0.167646929,0.15,26.6789893,26.33,12.09434921,13.35
2934.875,0,48.42302747,52.37,6.657928246,6.81,0.167829679,0.15,26.61891595,26.35,12.16829833,13.3
2935,0,49.12973334,51.78,6.643834986,6.78,0.167514264,0.16,26.62645773,26.42,12.3529777,13.16
2935.125,0,50.66258039,50.35,6.674675129,6.72,0.167454138,0.16,25.94944562,26.59,12.61979374,12.82
2935.25,0,49.54782664,48.8,6.575508757,6.62,0.167562214,0.16,25.98353165,26.56,12.42128668,12.45
2935.375,0,47.98684299,48.09,6.50500595,6.49,0.168644305,0.17,25.89199103,26,12.03277239,12.26
2935.5,0,47.54690369,47.27,6.445404842,6.36,0.169704727,0.17,25.48746516,25.33,12.09683177,12.05
2935.625,0,47.53868705,47.5,6.397302215,6.28,0.171274384,0.18,25.08221486,24.44,11.97647912,12.08
2935.75,0,48.14070015,48.65,6.388773397,6.26,0.171547112,0.18,24.84808693,23.64,12.04051027,12.33
2935.875,0,48.96409295,50.08,6.396924632,6.28,0.171147547,0.18,24.81846943,23.26,12.29252885,12.65
2936,0,49.24559797,51.26,6.426853777,6.33,0.170073173,0.18,24.83878812,23.15,12.4176311,12.93
2936.125,0,48.58315982,51.14,6.436580924,6.35,0.170299253,0.17,24.82348029,23.46,12.21951929,12.91
2936.25,0,47.99614316,50.09,6.437938035,6.36,0.170386779,0.17,25.01911581,24.07,12.16973932,12.68
2936.375,0,47.11842665,49,6.431289435,6.38,0.170391441,0.17,25.28382304,24.73,12.02331395,12.45
2936.5,0,47.97784292,48.8,6.452490323,6.42,0.169864711,0.17,25.44204879,25.14,12.20235767,12.41
2936.625,0,48.27922165,49.17,6.433939448,6.45,0.169856378,0.17,25.6304159,25.3,12.30495037,12.5
2936.75,0,48.26938573,49.65,6.452385222,6.49,0.16964667,0.17,25.62125967,25.36,12.24446694,12.62
2936.875,0,48.07332564,50.28,6.48634427,6.53,0.168988302,0.17,25.67536448,25.41,12.31768389,12.77
2937,0,48.76839933,50.86,6.492731378,6.58,0.168680687,0.17,25.76709824,25.56,12.33220824,12.91
2937.125,0,50.61093948,51.19,6.593266405,6.64,0.168056375,0.16,25.62632657,25.82,12.69595543,13
2937.25,0,50.62589445,51.56,6.665946931,6.69,0.167804927,0.16,25.65230785,25.99,12.72139828,13.09
2937.375,0,50.71820789,52.2,6.693821011,6.73,0.167650625,0.16,25.66234283,25.97,12.65641304,13.25
2937.5,0,50.59697653,52.93,6.703482525,6.75,0.167635189,0.16,25.68597342,25.87,12.62277353,13.42
2937.625,0,50.40774653,53.44,6.699165923,6.78,0.167614699,0.16,25.71755805,25.85,12.56297349,13.54
2937.75,0,49.91093012,53.56,6.689265729,6.8,0.167274572,0.16,25.86598345,25.94,12.43267631,13.57
2937.875,0,50.22480901,53.13,6.505185154,6.81,0.168054004,0.16,25.93421693,26.14,12.63638821,13.47
2938,0,50.16253396,52.61,6.420148208,6.81,0.168969933,0.16,25.96488434,26.3,12.60932958,13.35
2938.125,0,49.8397919,52.46,6.392826029,6.8,0.169665438,0.16,25.96469585,26.31,12.46004018,13.32
2938.25,0,50.38204188,52.63,6.495364645,6.8,0.167643301,0.16,25.86043308,26.21,12.66244503,13.36
2938.375,0,50.78134485,52.87,6.493067943,6.8,0.16765496,0.16,25.93581288,26.13,12.68903314,13.41
2938.5,0,50.0171104,53.16,6.691165553,6.81,0.167117288,0.16,26.10488856,26.11,12.48392602,13.48
2938.625,0,49.91874463,53.52,6.668376123,6.84,0.167070064,0.15,26.24129086,26.14,12.48242198,13.57
2938.75,0,49.14450003,53.72,6.630653659,6.86,0.167421787,0.15,26.34177101,26.19,12.28036574,13.61
2938.875,0,48.83798888,53.43,6.623373724,6.85,0.16749833,0.15,26.33065471,26.23,12.24376601,13.55
2939,0,48.24886738,52.23,6.606667588,6.8,0.167854519,0.15,26.23699507,26.37,11.99083275,13.27
2939.125,0,48.09232895,50.48,6.567786154,6.73,0.168049273,0.16,26.37885624,26.57,12.03965268,12.85
2939.25,0,48.69557836,49.17,6.56450317,6.67,0.168212467,0.16,26.36165512,26.73,12.29747693,12.54
2939.375,0,49.51916294,49.72,6.620244953,6.66,0.168093802,0.16,26.19833225,26.48,12.43517508,12.67
2939.5,0,49.42457601,50.77,6.641275478,6.69,0.167901806,0.16,26.11264453,26.25,12.40498602,12.91
2939.625,0,49.60332247,50.57,6.648766952,6.7,0.167508773,0.16,26.2222265,26.39,12.48385695,12.87
2939.75,0,49.53773221,49.43,6.624207014,6.67,0.167534696,0.16,26.29727931,26.64,12.49162022,12.6
2939.875,0,49.57416508,48.91,6.577244342,6.62,0.16775302,0.16,26.07195539,26.53,12.4575933,12.47
2940,0,49.52457681,50.1,6.590708741,6.61,0.16775756,0.16,25.89194786,26.01,12.35003865,12.75
2940.125,0,49.93743769,52.15,6.627065701,6.64,0.167649574,0.16,25.93803359,25.49,12.54265863,13.22
2940.25,0,49.72362312,52.18,6.647590356,6.66,0.167803873,0.16,25.96694799,25.61,12.52150915,13.23
2940.375,0,48.96163196,49.39,6.578182251,6.59,0.168177669,0.16,26.04500227,26.15,12.33806778,12.58
2940.5,0,46.89218117,46.79,6.512904076,6.46,0.169110302,0.17,26.01881007,26.32,11.82980441,11.96
2940.625,0,47.58530152,47.45,6.494601123,6.42,0.169190244,0.17,25.79148008,25.73,11.98932625,12.1
2940.75,0,48.59747166,50.5,6.555557305,6.52,0.16796371,0.17,25.7824652,25.25,12.27942577,12.82
2940.875,0,49.90158084,52.41,6.671713647,6.69,0.167684395,0.16,26.08323485,25.66,12.54753566,13.29
2941,0,48.89164791,52.41,6.648262794,6.8,0.167483147,0.15,26.66564374,26.31,12.32301668,13.31
2941.125,0,48.77152787,53.02,6.674417499,6.83,0.168323145,0.15,26.85369063,26.27,12.30854282,13.45
2941.25,0,48.61661507,52.77,6.656261535,6.82,0.168446677,0.15,26.76510814,26.3,12.25258514,13.39
2941.375,0,49.53686112,52.13,6.685447852,6.8,0.167133095,0.16,26.70262703,26.38,12.48554546,13.24
2941.5,0,50.19115022,52.09,6.69863484,6.77,0.16729024,0.16,26.47396082,26.24,12.63322818,13.23
2941.625,0,50.32778449,52.45,6.71209636,6.74,0.167154222,0.16,26.24127125,25.99,12.68661832,13.31
2941.75,0,50.64929024,52.18,6.698076292,6.72,0.167104582,0.16,25.95469111,25.93,12.68045028,13.24
2941.875,0,49.94860711,51.17,6.673648132,6.68,0.167538292,0.16,26.01890801,26.04,12.50596707,13
2942,0,49.507976,50.21,6.600069509,6.62,0.16774202,0.16,26.13981274,26.06,12.4364728,12.77
2942.125,0,49.24465971,49.99,6.590275865,6.58,0.167885306,0.17,26.00520838,25.89,12.2596077,12.72
2942.25,0,48.92822255,50.33,6.546657017,6.57,0.167885306,0.17,25.89299996,25.65,12.22632252,12.79
2942.375,0,48.91938135,50.88,6.542168911,6.58,0.167864894,0.17,25.86376489,25.51,12.28303443,12.92
2942.5,0,49.53196002,51.67,6.585975426,6.6,0.167776102,0.16,25.89568884,25.4,12.37315938,13.1
2942.625,0,50.85174704,52.49,6.624559804,6.64,0.167421432,0.16,25.62863884,25.34,12.70043101,13.29
2942.75,0,51.04284999,52.44,6.657589719,6.66,0.167269006,0.16,25.74646325,25.51,12.70619866,13.29
2942.875,0,49.8060133,51.24,6.627729086,6.65,0.167586307,0.16,26.06678474,25.88,12.49296185,13.01
2943,0,49.49715321,50.08,6.587453205,6.62,0.167830836,0.16,26.0525781,26.07,12.42550721,12.74
2943.125,0,49.17806414,49.96,6.574813993,6.58,0.167948523,0.16,26.02503282,25.87,12.2655472,12.71
2943.25,0,48.97648942,50.31,6.571325987,6.56,0.167886017,0.17,25.95675509,25.64,12.22099703,12.78
2943.375,0,48.93799497,50.3,6.579679562,6.58,0.167815284,0.16,26.17130078,25.78,12.32183244,12.79
2943.5,0,48.96681726,50.18,6.61573281,6.62,0.167654925,0.16,26.4353467,26.08,12.37263854,12.77
2943.625,0,49.20549373,50.23,6.645587555,6.65,0.16778621,0.16,26.46865023,26.24,12.41685206,12.78
2943.75,0,48.91406043,50.11,6.641847535,6.65,0.167409409,0.16,26.55667516,26.26,12.36119676,12.76
2943.875,0,48.77708793,49.51,6.616724291,6.62,0.167403771,0.16,26.58726847,26.3,12.30142571,12.61
2944,0,48.29521142,48.76,6.588270068,6.59,0.167381646,0.16,26.65898161,26.39,12.19048798,12.44
2944.125,0,48.05308911,48.37,6.592096475,6.58,0.167188919,0.16,26.70925915,26.47,12.18834397,12.34
2944.25,0,47.89522902,48.57,6.582681818,6.6,0.167081989,0.16,26.68753215,26.5,12.20772899,12.39
2944.375,0,48.50860513,49.48,6.661288159,6.65,0.167004769,0.16,26.91109467,26.47,12.34347721,12.61
2944.5,0,48.53813996,50.78,6.653111929,6.72,0.166976766,0.16,26.95737154,26.43,12.26049232,12.92
2944.625,0,49.39418122,51.96,6.680965007,6.79,0.166682293,0.16,26.71832479,26.39,12.42273727,13.2
2944.75,0,49.09923932,52.67,6.69070038,6.82,0.166879851,0.16,26.69688219,26.31,12.33419522,13.37
2944.875,0,49.75899026,52.29,6.671646752,6.79,0.166879879,0.16,26.60066764,26.29,12.46689266,13.28
2945,0,49.28616673,51.01,6.659332177,6.72,0.167697849,0.16,26.58382177,26.35,12.34514896,12.97
2945.125,0,49.30004263,49.79,6.641580285,6.66,0.167685717,0.16,26.58256557,26.42,12.44348788,12.68
2945.25,0,49.31426773,49.81,6.629127348,6.66,0.167842026,0.16,26.49814792,26.41,12.43077874,12.69
2945.375,0,49.21013868,50.57,6.639236589,6.7,0.167816319,0.16,26.53715765,26.4,12.34481091,12.87
2945.5,0,48.98964411,51.05,6.621066868,6.73,0.167690537,0.16,26.57994974,26.41,12.31546403,12.99
2945.625,0,49.01678112,51.52,6.649202591,6.74,0.167801601,0.16,26.55434943,26.29,12.33254729,13.09
2945.75,0,49.07277361,52.38,6.651512619,6.75,0.1676661,0.16,26.44778022,26.02,12.34877704,13.29
2945.875,0,50.03627291,53.32,6.691231034,6.78,0.167348799,0.16,26.1762279,25.87,12.53123427,13.51
2946,0,49.44993957,53.38,6.692098964,6.8,0.167395356,0.16,26.32311726,26,12.43083559,13.53
2946.125,0,48.82196979,52.54,6.647168548,6.8,0.167459038,0.16,26.33379223,26.25,12.25597332,13.34
2946.25,0,49.56154723,51.6,6.632001728,6.76,0.167459404,0.16,26.21438435,26.35,12.36537755,13.12
2946.375,0,49.76911978,50.83,6.641665307,6.7,0.167747968,0.16,26.0109888,26.28,12.42605233,12.93
2946.5,0,49.28801533,50.1,6.566410023,6.64,0.168034283,0.16,26.09811365,26.19,12.41812438,12.75
2946.625,0,49.17428056,49.56,6.555547378,6.59,0.168501236,0.16,26.0266089,26.1,12.26244618,12.62
2946.75,0,48.63710937,49.83,6.505167953,6.57,0.168521647,0.17,25.90944798,25.83,12.19190483,12.68
2946.875,0,48.37119199,50.72,6.504936237,6.55,0.168528967,0.17,25.77976326,25.42,12.24978813,12.88
2947,0,48.54339342,51.15,6.51566803,6.54,0.168522179,0.17,25.6887765,25.18,12.27059594,12.97
