Depth,hzlm,UCS_pred,UCS_traditional,Es_pred,Es_traditional,Fai_pred,Fai_traditional,us_pred,us_traditional,C_pred,C_traditional
2853.5,0.76,28.22709918,34.34,5.478232257,5.71,25.73554921,24.2,0.216550877,0.21,7.278981786,8.86
2853.625,0.956,25.80297815,34.51,5.428687871,5.71,26.21799027,24.01,0.218513814,0.21,6.778114289,8.9
2853.75,1.595,21.71340995,35,5.263665557,5.71,28.29961901,23.58,0.226521996,0.21,5.71646276,9.02
2853.875,2.717,21.45990318,35.1,5.197300918,5.71,29.24367514,23.46,0.234072806,0.21,5.608472722,9.04
2854,4.293,17.42079468,34.94,4.954031132,5.71,29.67931005,23.56,0.243353053,0.21,4.367633175,9
2854.125,4.905,16.91211907,34.84,4.713212664,5.7,29.88523755,23.53,0.245032138,0.21,4.217547706,8.98
2854.25,3.764,19.74788663,34.55,4.995280022,5.69,29.5023099,23.52,0.241397267,0.21,4.725162894,8.9
2854.375,1.989,23.33806263,34.12,5.187908396,5.68,28.31149298,23.66,0.228505574,0.21,6.267575545,8.8
2854.5,1.152,27.67006309,34.15,5.457523352,5.69,27.16681797,23.81,0.211986378,0.21,7.021126805,8.81
2854.625,0.747,39.63563606,35.01,5.846542748,5.72,24.97360258,23.87,0.190606461,0.21,9.941767588,9.02
2854.75,0,43.75526771,36.78,6.093170755,5.78,24.4243934,23.77,0.182395534,0.2,11.07315837,9.46
2854.875,0,45.06012246,37.88,6.156620891,5.83,24.4603364,23.84,0.178747661,0.2,11.50757528,9.73
2855,0,44.36478298,36.67,6.149822306,5.83,24.53339158,24.62,0.179755985,0.2,11.29244303,9.45
2855.125,0,43.94005285,33.9,6.125999346,5.78,24.56540549,25.75,0.182052254,0.2,11.02480998,8.77
2855.25,0,41.58416851,32.57,6.028636254,5.75,24.55216167,26.09,0.189887972,0.2,10.57498269,8.43
2855.375,0,40.84257638,33.32,5.983256967,5.73,24.29525683,25.32,0.190153049,0.2,10.45802633,8.62
2855.5,0,40.01536982,32.23,5.978973247,5.65,24.5660053,24.43,0.189481009,0.21,10.27129797,8.33
2855.625,0,39.29382082,30.67,5.98169703,5.39,25.48096903,24.1,0.190347651,0.22,10.01306406,7.94
2855.75,0,38.7012441,16.82,5.974745796,5.05,25.80564215,26.24,0.190036639,0.24,9.93683452,4.33
2855.875,0,38.1306823,8.86,5.96772689,2.61,25.85858527,28.53,0.189944413,0.27,9.69234394,2.14
2856,0,38.12305017,7.89,5.964667262,1.36,25.98511722,30.09,0.190412408,0.3,9.642207658,1.86
2856.125,0,37.71240479,6.73,5.96864217,1.13,26.14596931,31.25,0.190744052,0.3,9.522115049,1.52
2856.25,0,36.9438628,9.49,5.968093357,1.58,26.33682304,31.28,0.190548232,0.3,9.451610021,2.28
2856.375,0,36.94286431,8.8,5.966684488,3.06,26.42201992,31.16,0.190864735,0.28,9.48236796,2.1
2856.5,0,36.55455801,19.14,5.938421881,5.09,26.52219611,28.92,0.192173405,0.25,9.342683588,4.94
2856.625,0,34.85637861,30.37,5.901111365,5.46,26.7383619,26.22,0.200523553,0.22,8.972572342,7.87
2856.75,0,33.3706629,35.43,5.821129508,5.77,27.25591465,24.53,0.202860255,0.2,8.496554385,9.13
2856.875,0,30.38030239,39.82,5.731119412,5.89,27.91138501,23.52,0.202847259,0.19,7.70456859,10.2
2857,0,28.33055015,40.06,5.684589024,5.88,28.53673173,23.31,0.203931316,0.19,7.158247281,10.25
2857.125,0,27.23592634,39.21,5.632323156,5.85,28.72680856,23.27,0.21096415,0.2,6.839829106,10.05
2857.25,0,26.60910893,38.19,5.635336151,5.81,28.87722069,23.19,0.211343846,0.2,6.723513036,9.8
2857.375,0,27.07095357,37.77,5.636777046,5.78,28.69750746,22.97,0.210834185,0.2,6.871314823,9.69
2857.5,0,28.12819263,38.16,5.725149066,5.79,28.45098245,22.79,0.203568798,0.2,7.188207919,9.78
2857.625,0,28.61559601,39.57,5.769371189,5.85,28.27261047,22.91,0.202886663,0.2,7.444485966,10.13
2857.75,0,29.45033961,43.13,5.772107025,6,28.18289702,23.22,0.202386035,0.19,7.650181045,11
2857.875,0,30.74893293,44.48,5.823509516,6.11,28.10313013,24.03,0.201768463,0.19,8.012139528,11.34
2858,0,32.04205958,47.49,5.900695457,6.28,27.75967942,24.48,0.199738631,0.18,8.291635263,12.08
2858.125,0,33.89801396,54.92,5.942383931,6.56,27.43516904,23.82,0.190162378,0.17,8.801198813,13.81
2858.25,0,36.30808807,59.95,5.999164452,6.71,27.19527145,22.98,0.189316714,0.16,9.386719543,14.92
2858.375,0,36.91384309,59.86,6.050087173,6.71,27.04667716,23.04,0.188196754,0.16,9.595066963,14.91
2858.5,0,37.50069597,56.51,6.088340629,6.7,27.025446,24.23,0.187086224,0.16,9.827387919,14.2
2858.625,0,39.08543542,52.54,6.160870691,6.7,26.92202914,25.68,0.179782571,0.16,10.02371981,13.32
2858.75,0,40.10808477,49.71,6.176210133,6.69,26.72644484,26.63,0.18052187,0.16,10.15081914,12.67
2858.875,0,40.96636376,49.21,6.184150262,6.68,26.83257472,26.72,0.18056291,0.16,10.40588635,12.55
2859,0,40.91594392,48.72,6.194522862,6.66,26.98483651,26.78,0.180583869,0.16,10.41285289,12.43
2859.125,0,39.54277229,48.08,6.172336716,6.63,27.07339423,26.86,0.180685127,0.16,10.04034645,12.28
2859.25,0,38.60132173,47.38,6.170233548,6.6,27.23846031,26.94,0.180729895,0.16,9.820223224,12.11
2859.375,0,37.09287809,46.68,6.079473594,6.57,27.34193286,27.03,0.190643368,0.17,9.611534955,11.95
2859.5,0,36.26932589,46.29,6.004470449,6.55,27.42646437,27.07,0.191852685,0.17,9.363669722,11.85
2859.625,0,36.20162169,47.19,6.002009354,6.56,27.4438249,26.8,0.192007723,0.17,9.32117039,12.07
2859.75,0,35.56863233,48.34,5.986860543,6.61,27.52527902,26.67,0.194290926,0.16,9.254202835,12.34
2859.875,0,35.55129664,48.99,6.024261164,6.67,27.52497571,26.75,0.193818888,0.16,9.265056408,12.5
2860,0,35.28063827,49.76,6.005335505,6.7,27.48682309,26.66,0.189941827,0.16,9.145934461,12.68
2860.125,0,36.46663965,50.14,5.983005617,6.71,26.94145174,26.61,0.190257043,0.16,9.272915587,12.77
2860.25,0,38.28289535,50.46,5.970618119,6.73,26.00637294,26.58,0.190860773,0.16,9.825998907,12.85
2860.375,0,38.41466989,50.71,5.941028371,6.74,25.16445777,26.55,0.19118867,0.16,9.804708773,12.91
2860.5,0,38.39720844,50.64,5.90718336,6.74,24.59579122,26.55,0.192337372,0.16,9.759037022,12.89
2860.625,0,38.14327145,50.12,5.895728512,6.71,24.61855934,26.62,0.19905189,0.16,9.711285481,12.77
2860.75,0,38.19125147,49.85,5.918633986,6.7,24.93961951,26.65,0.198468771,0.16,9.715513566,12.7
2860.875,0,37.78324622,49.8,5.931567453,6.7,25.25154355,26.65,0.198061044,0.16,9.615691934,12.69
2861,0,37.21794737,49.73,5.924119076,6.7,25.35893276,26.66,0.198126536,0.16,9.491862557,12.68
2861.125,0,37.27616777,49.58,5.904460628,6.69,25.31592379,26.68,0.197804931,0.16,9.549749986,12.64
2861.25,0,37.04329624,48.8,5.906006718,6.66,25.37564538,26.77,0.19806449,0.16,9.504587459,12.45
2861.375,0,36.816307,47.56,5.89216327,6.61,25.73895059,26.92,0.198014195,0.16,9.343947145,12.16
2861.5,0,35.58978177,47.48,5.875594149,6.6,25.7241355,26.93,0.199113878,0.16,9.127856269,12.14
2861.625,0,35.24209704,48.33,5.812700841,6.64,25.36632416,26.81,0.199348048,0.16,9.09747187,12.34
2861.75,0,34.78348313,50.01,5.744218911,6.67,25.05975284,26.42,0.200499333,0.16,9.055770398,12.74
2861.875,0,34.57002363,50.34,5.753565549,6.67,25.20880356,26.32,0.20017573,0.16,9.029321546,12.81
2862,0,34.35647912,50.22,5.764730884,6.67,25.58629848,26.36,0.200365803,0.16,9.005753127,12.79
2862.125,0,34.69852997,49.86,5.795444707,6.67,25.59516189,26.47,0.199504041,0.16,9.066775937,12.7
2862.25,0,36.16383682,49.34,5.831091982,6.67,25.76312224,26.65,0.199116914,0.16,9.390948716,12.58
2862.375,0,36.87047523,49.1,5.836534885,6.67,25.56162615,26.74,0.198229294,0.16,9.595200084,12.53
2862.5,0,36.90052548,49.17,5.844956055,6.67,25.20132425,26.73,0.197903941,0.16,9.622223934,12.54
2862.625,0,37.43802412,48.43,5.837682722,6.64,24.76675593,26.82,0.197912635,0.16,9.644754718,12.37
2862.75,0,36.95558286,48,5.832058694,6.62,24.48448849,26.87,0.198514181,0.16,9.613300564,12.26
2862.875,0,36.73865894,48,5.801886525,6.62,24.32660191,26.87,0.19896556,0.16,9.366309891,12.26
2863,0,36.03309634,48,5.781185587,6.62,24.61926008,26.87,0.199372905,0.16,9.288720772,12.26
2863.125,0,35.82393308,48.03,5.78088549,6.63,24.65553002,26.86,0.199594588,0.16,9.264062989,12.27
2863.25,0,36.33344637,48.73,5.799100078,6.65,24.69877467,26.76,0.1996709,0.16,9.346679858,12.44
2863.375,0,36.30515085,48.76,5.825625505,6.65,24.96479571,26.73,0.201566879,0.16,9.346868658,12.44
2863.5,0,37.08699546,48.69,5.905569271,6.65,25.42057476,26.79,0.199617793,0.16,9.594086622,12.43
2863.625,0,37.77876256,49.06,5.961273411,6.67,25.91518714,26.74,0.192241198,0.16,9.499712243,12.52
2863.75,0,38.46756103,46.62,6.033293245,6.57,26.37381534,27.03,0.189039844,0.17,9.719734267,11.93
2863.875,0,40.54236112,44.98,6.165497737,6.5,26.72340961,27.23,0.18071239,0.17,9.966714765,11.54
2864,0,41.11077688,43.11,6.228284724,6.4,27.09247447,27.31,0.176533132,0.17,10.38907305,11.08
2864.125,0,41.46940655,33.75,6.260719087,5.95,27.30199999,27.93,0.175221358,0.19,10.4287248,8.74
2864.25,0,40.6213225,26.89,6.149642926,5.29,27.33967484,28.01,0.171879612,0.22,10.39434046,6.98
2864.375,0,40.73884605,10.81,6.343383173,3.43,27.3129658,29.6,0.170074076,0.26,10.37097169,2.67
2864.5,0,41.28725415,8.81,6.441974517,1.5,27.24038097,30.02,0.170150035,0.29,10.79191254,2.11
2864.625,0,41.87577408,5.94,6.591523655,1,27.18336367,31.06,0.168951133,0.31,10.9175045,1.3
2864.75,0,42.93668813,6.04,6.564456973,1.01,27.10902246,31.58,0.168118218,0.31,11.08547274,1.32
2864.875,0,42.52197227,7.77,6.494508236,1.28,27.03437241,31.59,0.167851257,0.3,10.90419064,1.8
2865,0,43.02583488,10.35,6.467493209,1.68,27.05108485,31.31,0.169126904,0.29,11.0745947,2.52
2865.125,0,42.6302355,13.21,6.466792143,2.12,27.11309555,30.91,0.169075232,0.28,11.05239941,3.32
2865.25,0,42.28482468,15.73,6.438608529,2.51,27.11318647,30.38,0.169009049,0.27,10.90274233,4.01
2865.375,0,41.55903875,16.1,6.437259517,2.59,27.17235068,30,0.169373082,0.27,10.59246913,4.11
2865.5,0,40.90366825,13.95,6.440716344,2.28,27.1449745,30.12,0.169749325,0.28,10.43209081,3.53
2865.625,0,40.79461285,12.28,6.198921672,2.01,27.2866296,30.52,0.170778905,0.28,10.42738712,3.06
2865.75,0,40.69475314,14.42,6.367779749,2.34,27.25538182,30.42,0.17060176,0.28,10.42545034,3.65
2865.875,0,41.04390187,11.45,6.286808185,3.95,27.26953456,30.7,0.171379379,0.26,10.39371069,2.83
2866,0,41.00430169,22.87,6.29458872,5.19,27.1668621,28.56,0.172383759,0.24,10.473869,5.93
2866.125,0,41.7040043,33.81,6.272526459,5.56,26.88008361,26.01,0.173646213,0.21,10.68807528,8.75
2866.25,0,42.06111836,38.02,6.276975344,5.85,26.63457362,24.07,0.173062912,0.2,10.83834567,9.77
2866.375,0,42.29932236,43.5,6.271185785,5.96,26.80953899,22.23,0.172780008,0.19,10.71149815,11.06
2866.5,0,41.08204255,45.68,6.30272997,5.98,27.24570126,21.04,0.171492906,0.19,10.47967774,11.53
2866.625,0,42.12314042,46.29,6.463652437,5.98,27.25909268,20.57,0.168839631,0.19,10.87606361,11.66
2866.75,0,42.44812041,46.27,6.562531895,5.98,27.20740423,20.57,0.167545093,0.19,11.03754404,11.65
2866.875,0,42.51088424,46.01,6.584862448,5.97,27.51925041,20.6,0.169164041,0.19,10.94494257,11.59
2867,0,40.19174569,45.54,6.536429184,5.96,28.11318015,20.66,0.167839433,0.19,10.51337909,11.48
2867.125,0,40.54540541,44.96,6.508067737,5.96,28.27525624,21.11,0.167084099,0.19,10.52727485,11.37
2867.25,0,40.30561612,42.4,6.487909964,5.98,28.3635241,23.35,0.167913533,0.19,10.47548699,10.82
2867.375,0,39.93277872,38.79,6.457510971,6,28.28802319,25.86,0.168428319,0.19,10.56857456,9.99
2867.5,0,43.45854681,34.19,6.478175484,5.97,28.0012068,27.88,0.164906026,0.19,11.36673171,8.85
2867.625,0,44.77935192,27.74,6.56149882,5.77,27.83212971,29.28,0.163945679,0.2,11.53667012,7.2
2867.75,0,44.25415239,20.92,6.590702919,5.48,28.00038334,30.06,0.162636892,0.21,11.52907531,5.4
2867.875,0,44.17841042,16.79,6.567438981,5.27,28.10824233,29.89,0.162367396,0.23,11.36261696,4.3
2868,0,43.87638965,16.84,6.460587976,5.23,28.064008,28.85,0.161459622,0.23,11.39707789,4.32
2868.125,0,43.91977161,21.53,6.5763774,5.35,28.00178852,27.12,0.161542328,0.23,11.37432865,5.58
2868.25,0,44.51705481,29.45,6.528115922,5.56,27.97301356,24.94,0.163288394,0.21,11.45080929,7.63
2868.375,0,41.44154875,36.94,6.595144294,5.74,27.88805786,22.5,0.167910162,0.2,10.90633338,9.48
2868.5,0,42.47599387,39.74,6.584754286,5.79,27.69465526,21.33,0.168635704,0.2,11.020855,10.13
2868.625,0,42.15019029,38.01,6.361934775,5.74,27.76740333,21.54,0.169077407,0.2,10.77065628,9.72
2868.75,0,40.40991251,34.89,6.347206884,5.65,28.05673703,21.92,0.168805336,0.21,10.37987508,8.96
2868.875,0,39.79393401,31.91,6.494486809,5.57,28.19905021,22.77,0.168501125,0.21,10.54027137,8.24
2869,0,39.68508026,31.16,6.451197988,5.57,28.1900096,23.46,0.168736783,0.21,10.33926484,8.05
2869.125,0,39.67118121,33.47,6.287336497,5.64,28.14915696,23.26,0.170897091,0.21,10.19209594,8.63
2869.25,0,38.13567691,37.01,6.175836358,5.74,28.21953236,22.6,0.178131665,0.2,9.590405541,9.49
2869.375,0,26.16207416,39.76,5.572554679,5.8,28.96796556,21.73,0.209595285,0.2,7.033890573,10.15
2869.5,2.588,19.85747291,40.9,5.215197558,5.83,29.65703085,21.3,0.23563757,0.2,5.656431135,10.41
2869.625,3.876,13.1189936,40.46,3.890417199,5.84,30.03433993,21.98,0.256933529,0.2,3.395875847,10.32
2869.75,6.126,12.41325954,39.34,2.843545558,5.85,30.37482603,23.11,0.262992712,0.2,3.367356405,10.07
2869.875,8.277,12.48535358,38.3,2.558154111,5.85,30.51599168,23.93,0.267011378,0.2,3.319037477,9.84
2870,8.624,12.61925805,37.41,2.519557821,5.84,30.53140015,24.3,0.267409664,0.2,3.348605414,9.62
2870.125,7.04,14.20173625,36.82,3.138406031,5.82,30.42443281,24.4,0.259399468,0.2,3.847874195,9.48
2870.25,4.69,14.14971439,36.75,4.012198441,5.81,30.28067413,24.32,0.258740142,0.2,3.694667668,9.46
2870.375,2.643,18.58446571,36.88,5.069392719,5.82,29.49667931,24.45,0.244593971,0.2,5.072097717,9.5
2870.5,1.715,19.11216207,36.86,5.196827897,5.85,28.75264804,24.9,0.231796087,0.2,5.356017019,9.5
2870.625,1.312,22.82099191,36.61,5.372864085,5.88,28.35742678,25.46,0.224652799,0.19,6.137542168,9.44
2870.75,1.168,24.8460901,35.92,5.397288787,5.88,27.94031935,25.97,0.222627903,0.19,6.550577171,9.28
2870.875,1.3,24.70367888,34.58,5.326446385,5.86,27.83262384,26.47,0.225759194,0.19,6.491213439,8.94
2871,1.845,22.21501077,33.19,5.198117301,5.83,28.56074141,26.86,0.231996,0.2,5.838997738,8.59
2871.125,2.736,21.60251118,32.67,5.116731317,5.81,29.19982127,26.91,0.237999277,0.2,5.725988646,8.46
2871.25,3.323,19.46306019,33.12,4.984661685,5.81,29.58294098,26.65,0.238457118,0.2,4.973960676,8.57
2871.375,2.584,21.57595442,33.71,5.080952756,5.82,29.38208117,26.42,0.231339544,0.2,5.707360526,8.72
2871.5,1.417,22.95765837,33.95,5.285522698,5.83,28.93938519,26.42,0.222960032,0.2,5.887431815,8.78
2871.625,0.727,33.94770194,34.01,5.634060364,5.85,26.77202312,26.62,0.203837532,0.2,8.644480133,8.8
2871.75,0.486,41.54524743,34.26,5.923131894,5.87,24.66523426,26.77,0.191169773,0.2,10.57953123,8.86
2871.875,0.439,47.99740856,34.7,6.095875804,5.89,23.52952035,26.77,0.181160724,0.19,12.02857986,8.98
2872,0.44,49.05296707,34.92,6.129254096,5.9,22.40922379,26.74,0.178712363,0.19,12.3922202,9.03
2872.125,0.471,48.01080642,34.68,6.117449358,5.88,22.27063069,26.68,0.180974506,0.19,12.06101662,8.97
2872.25,0.527,45.69730233,34.54,6.046566579,5.85,22.62024622,26.38,0.188441744,0.2,11.45273326,8.93
2872.375,0.609,42.19614267,35.37,5.929466762,5.83,23.90060073,25.57,0.189232951,0.2,10.59090416,9.13
2872.5,0.716,36.97659316,37.33,5.762609877,5.84,24.66874816,24.44,0.200480747,0.2,9.242003723,9.61
2872.625,0.858,31.7394884,39.38,5.547525333,5.88,25.59321945,23.68,0.212854235,0.19,7.913328607,10.1
2872.75,1.001,28.59885416,40.66,5.42798025,5.91,26.19479633,23.41,0.221624599,0.19,7.089543752,10.4
2872.875,1.116,25.18208042,40.74,5.334261317,5.92,26.2963264,23.5,0.225985171,0.19,6.309169807,10.43
2873,1.203,24.39337195,39.63,5.3197976,5.91,26.49195131,24.05,0.228597315,0.19,5.825278905,10.16
2873.125,1.193,24.07080403,38.07,5.327808059,5.9,26.89102535,24.92,0.227564842,0.19,5.922438528,9.8
2873.25,1.071,26.77278904,37.37,5.437808818,5.91,27.44195123,25.4,0.220021772,0.19,6.694319165,9.63
2873.375,0,30.28913412,38.88,5.645777834,5.92,27.20143032,24.65,0.201462059,0.19,7.66946826,9.99
2873.5,0,32.61113168,41.69,5.891110803,5.93,27.73082962,22.98,0.192687812,0.19,8.347777787,10.64
2873.625,0,33.94051318,43.69,5.978122295,5.94,28.04895842,21.74,0.192621499,0.19,8.67126236,11.09
2873.75,0,32.40389585,45.01,5.918565381,5.96,28.29341434,21.09,0.191795248,0.19,8.511767184,11.38
2873.875,0,26.76082478,45.72,5.653273477,5.96,28.89141802,20.64,0.205010626,0.19,7.145597293,11.53
2874,0,19.53947214,44.73,5.329966999,5.94,29.30661198,20.75,0.223027951,0.19,5.131178406,11.3
2874.125,0,15.64016581,42.5,5.127764382,5.87,29.5960196,21.01,0.238217346,0.19,3.787712278,10.78
2874.25,0,12.2210291,40.23,4.39260454,5.8,30.10117255,21.28,0.249851847,0.2,2.942419733,10.25
2874.375,6.976,17.08011139,37.77,3.132123658,5.78,30.31936411,22.97,0.263661363,0.2,4.329611043,9.69
2874.5,8.835,15.16032714,37.33,2.792384649,5.83,30.40621027,24.19,0.262093785,0.2,3.905198596,9.6
2874.625,9.684,14.929745,39.65,2.563480761,5.92,30.53669578,24.15,0.265849519,0.19,3.80820868,10.17
2874.75,9.858,14.76566548,41.51,2.659586418,6,30.46440906,24.32,0.263090225,0.19,3.844179155,10.63
2874.875,8.312,15.1373148,41.4,2.675588819,6.06,29.97527165,25.14,0.262320852,0.19,3.839394796,10.62
2875,6.396,15.9987139,39.92,3.010552458,6.09,29.12654379,26.18,0.256636373,0.19,4.277298756,10.27
2875.125,4.891,12.99831934,36.52,3.375253362,6.01,28.68824547,27.13,0.258681402,0.19,3.440922383,9.44
2875.25,4.13,14.354609,29.56,3.640739292,5.76,28.51526155,28.16,0.256708574,0.2,3.666439773,7.67
2875.375,4.311,14.88008709,19.43,3.679106681,5.37,28.73867755,29.46,0.256448842,0.22,3.841763003,5.01
2875.5,5.643,19.53037417,13.8,3.561936579,5.05,29.53409558,30.36,0.257890476,0.24,5.241351597,3.48
2875.625,7.564,18.4061399,9.77,3.465357981,3.45,30.0487675,31.24,0.25877535,0.26,4.936587562,2.36
2875.75,9.271,17.42427123,16,3.246317669,2.52,30.3086093,30.6,0.2582658,0.27,4.614839782,4.08
2875.875,10.523,17.3105151,13.52,3.151936815,2.16,30.39490254,30.89,0.258055789,0.28,4.594168624,3.4
2876,11.109,17.29944882,11.96,3.099253024,1.94,30.41198734,30.84,0.258057377,0.28,4.600299291,2.97
2876.125,11.463,17.55681327,11.08,3.106915334,1.82,30.40619238,30.77,0.258234343,0.29,4.627205154,2.73
2876.25,11.805,17.89740662,11.02,3.196702257,1.81,30.40864149,30.84,0.256537052,0.29,4.679652001,2.71
2876.375,12.066,17.99621451,11.72,3.195092752,1.91,30.41228134,30.95,0.256574277,0.29,4.679652001,2.9
2876.5,11.557,17.56440886,13.11,3.13726679,2.11,30.40281666,30.91,0.256383503,0.28,4.654497788,3.29
2876.625,10.585,18.28480902,14.22,3.414813689,2.26,30.24077539,30.9,0.258810051,0.28,4.853261885,3.59
2876.75,10.181,18.82154576,14.86,4.268025021,2.34,30.21337738,30.94,0.248967036,0.27,5.200296245,3.77
2876.875,10.465,20.81807436,13.97,4.754178009,2.22,30.20357714,30.97,0.240453212,0.28,5.605176325,3.52
2877,10.472,21.34602789,11.53,4.764938477,1.88,30.26302399,30.91,0.240453212,0.28,5.63509356,2.85
2877.125,9.386,21.31646742,8.65,4.797985422,1.45,30.19625361,30.9,0.238984415,0.3,5.745293086,2.06
2877.25,8.852,19.94775923,7.38,4.711017478,1.25,30.11227928,30.97,0.243690118,0.3,5.460220179,1.7
2877.375,9.539,17.86592514,9.22,3.68861881,1.57,30.22322836,30.67,0.256644392,0.3,5.028882134,2.22
2877.5,11.615,15.81589816,8.64,2.84793671,2.77,30.51826385,30.06,0.257623815,0.28,4.15951383,2.06
2877.625,14.793,14.31930676,19.79,2.420498404,5.05,30.65982436,26.37,0.266417731,0.25,3.646784401,5.12
2877.75,17.291,13.17122094,30.87,2.173679866,5.35,30.79102569,22.41,0.267231374,0.22,3.444479378,7.97
2877.875,16.414,12.27509367,33.35,2.084909455,5.41,30.85317545,22.11,0.268227896,0.22,3.21094232,8.59
2878,13.099,11.54646576,23.57,2.025088016,5.18,30.44265975,23.34,0.271335321,0.23,3.173971996,6.12
2878.125,9.007,13.13044428,16.25,2.036527442,4.23,29.32763597,24.3,0.270380933,0.25,3.4267413,4.19
2878.25,6.387,12.89495866,14.77,2.249549286,2.7,28.7352586,26.36,0.267154099,0.27,3.428248185,3.78
2878.375,4.353,11.99430498,13.05,2.395625465,2.3,27.58465743,27.93,0.270507085,0.28,3.107836414,3.3
2878.5,3.06,12.84710641,13.9,3.014186241,2.42,27.13976735,28.06,0.267719167,0.28,3.196837789,3.53
2878.625,2.556,15.75691294,15.51,3.655863592,2.69,26.90019336,27.71,0.261297069,0.27,4.053180207,3.97
2878.75,2.698,16.45069928,17.42,3.831713833,2.95,27.18326053,28.06,0.261011434,0.27,4.285167822,4.48
2878.875,3.381,15.43033567,20.29,3.502296507,3.26,27.83170199,29.03,0.261305233,0.27,3.928245527,5.24
2879,4.399,13.35613863,22.1,3.362969047,3.41,28.61304556,29.88,0.261638826,0.26,3.415959935,5.72
2879.125,5.142,17.14793332,18.75,3.218845199,2.9,28.7862122,30.59,0.260532288,0.27,4.619896694,4.82
2879.25,5.737,18.3112965,13.15,3.189110616,2.09,29.02560667,31.35,0.26107177,0.28,4.782789849,3.29
2879.375,7.474,17.97244952,9.82,3.107920558,1.58,29.80725545,31.81,0.261479808,0.29,4.607261784,2.37
2879.5,11.033,16.95712359,9.36,2.865729559,1.52,30.39363713,31.65,0.261951685,0.29,4.354127635,2.25
2879.625,14.506,16.47665665,11.47,2.812523079,1.87,30.48758701,30.96,0.26265652,0.29,4.131224057,2.84
2879.75,16.441,16.34382582,15.73,2.668988856,2.56,30.50897782,29.84,0.265014722,0.27,4.014934859,4.01
2879.875,15.087,16.80085154,21.9,2.799905832,3.58,30.47770306,28.12,0.260822493,0.26,4.259417946,5.67
2880,11.885,18.38402523,16.17,3.082330981,4.69,30.40052055,27.22,0.259591856,0.25,4.684874283,4.15
2880.125,9.223,19.08357882,19.19,3.468483194,5.01,30.12015184,24.38,0.25746984,0.25,4.911124927,4.97
2880.25,6.964,20.20791876,16.05,3.963260358,4.18,29.46047302,24.33,0.250502563,0.25,5.161153606,4.14
2880.375,5.166,20.45056617,11.2,4.127573913,2.95,28.57420921,25.32,0.250415864,0.26,5.321866157,2.82
2880.5,4.266,16.23842629,13.55,4.043131158,2.36,28.06645266,27.86,0.254215555,0.27,4.31321608,3.44
2880.625,4,15.80220137,14.88,3.769318842,2.43,27.73979279,29.68,0.256708552,0.27,4.114031518,3.78
2880.75,4.639,14.0343854,18.47,3.268881806,2.93,28.7169337,29.89,0.262475005,0.27,3.63435314,4.75
2880.875,6.214,16.62631812,23.12,2.880730699,3.67,29.32265015,28.72,0.263006215,0.26,4.407808366,5.99
2881,7.784,15.22635319,15.11,2.689944764,4.51,29.90188166,27.91,0.263862364,0.25,4.009231092,3.86
2881.125,6.934,16.82417143,19.8,2.984920758,5.01,29.67819291,23.87,0.263223172,0.25,4.359064635,5.14
2881.25,4.487,14.52522976,17.16,3.956992982,5.03,28.61757661,24.18,0.253189458,0.25,3.890604808,4.44
2881.375,2.745,18.03501673,16.55,4.807636804,5.01,26.77618665,24.26,0.246209656,0.25,4.885819717,4.27
2881.5,2.058,20.48734867,16.31,4.988780424,5.01,25.933922,24.3,0.239242918,0.25,5.620266366,4.21
2881.625,1.701,19.50326011,17.19,5.085661696,5.03,25.56135054,24.18,0.238183948,0.25,5.245137293,4.44
2881.75,1.442,20.0530295,19.31,5.122638364,5.08,25.31065519,23.9,0.238939755,0.24,5.279857219,5.01
2881.875,1.196,22.00224199,21.61,5.136084758,5.13,24.79518218,23.59,0.233847537,0.24,5.627382123,5.61
2882,1.03,22.16289146,22.33,5.173470115,5.15,24.34059664,23.5,0.232124931,0.24,5.739391692,5.8
2882.125,0.965,21.87805306,21.14,5.22361141,5.12,24.55275431,23.66,0.231444734,0.24,5.69417336,5.49
2882.25,0.94,22.87345535,19.96,5.211867329,5.09,24.70787478,23.81,0.228750995,0.24,6.044252737,5.18
2882.375,0.869,23.07325044,19.81,5.233991661,5.09,24.66802708,23.83,0.225580412,0.24,6.208912569,5.14
2882.5,0.747,23.81345178,19.93,5.332331087,5.09,24.55937248,23.82,0.22223625,0.24,6.273586629,5.17
2882.625,0.583,26.26197483,19.36,5.445360696,5.08,24.11821383,23.89,0.217462104,0.24,6.804989804,5.02
2882.75,0.446,29.51283555,18.17,5.548221003,5.05,23.47278649,24.05,0.210500693,0.24,7.665856133,4.71
2882.875,0.369,33.90350005,19.65,5.61951542,5.01,22.99799251,23.85,0.209232544,0.25,8.734058973,5.1
2883,0.351,34.89154159,16.74,5.676330357,4.41,23.04255311,24.67,0.208914711,0.26,8.870715388,4.32
2883.125,0.404,32.20357511,14.64,5.63612002,4.05,23.70782979,26.34,0.209583692,0.26,8.480131709,3.74
2883.25,0.574,26.52608389,16.37,5.443177987,4.51,25.53542787,25.96,0.21782954,0.26,6.963457018,4.21
2883.375,0.848,22.36283256,20.36,5.313327611,5.1,26.46920495,23.76,0.22657962,0.25,5.668258037,5.28
2883.5,1.17,19.32030241,23.59,5.189904112,5.32,26.95513425,23.34,0.237550724,0.23,4.920022512,6.12
