Depth,hzlm,UCS_pred,UCS_traditional,Es_pred,Es_traditional,Fai_pred,Fai_traditional,us_pred,us_traditional,C_pred,C_traditional
2883.625,1.369,17.31081878,26.56,5.120307451,5.4,26.94814743,22.96,0.241063006,0.22,4.489733832,6.89
2883.75,1.356,18.58388836,22.2,5.142565033,5.28,26.65008118,23.52,0.239546893,0.23,4.884121256,5.77
2883.875,1.225,21.01047767,21.22,5.19019125,5.12,26.39756352,23.65,0.230388131,0.24,5.560912242,5.51
2884,1.097,25.70249291,18.63,5.310319951,5.06,26.51671692,23.99,0.221336271,0.25,6.629994939,4.83
2884.125,0.957,31.86539744,18.59,5.569052863,5.06,26.33181134,23.99,0.211080398,0.25,8.07486798,4.82
2884.25,0.782,35.87993819,18.53,5.787783294,5.08,25.80019735,25.15,0.199663635,0.25,9.253748237,4.79
2884.375,0,39.00143438,19.08,5.924090515,5.11,24.77198284,26.43,0.189487756,0.24,9.865191427,4.94
2884.5,0.552,41.66064008,22.34,5.888693774,5.23,24.01948726,27.1,0.189170899,0.23,10.62088823,5.79
2884.625,0.508,42.01686366,29.94,5.920094358,5.46,23.83189487,26.56,0.189785113,0.22,10.7536928,7.77
2884.75,0.465,41.93193514,39.61,5.873945054,5.73,23.6930302,25.41,0.190913446,0.2,10.67376047,10.18
2884.875,0.411,42.32428474,36.54,5.907817971,5.91,23.25629429,26,0.190481996,0.19,10.71499891,9.43
2885,0.361,42.56566731,37.65,5.920131512,6,22.94975169,26.36,0.190541434,0.19,10.83178083,9.71
2885.125,0.329,42.63035052,37.11,5.930913118,6.02,22.91837622,26.87,0.190709822,0.19,10.76341637,9.58
2885.25,0.319,43.27814859,36.46,5.949351435,6,22.84372204,27.08,0.191060178,0.19,10.8260145,9.42
2885.375,0.329,42.65435793,36.13,5.951638321,5.98,23.54452395,26.96,0.190986567,0.19,10.78503673,9.34
2885.5,0.353,42.07246382,36.61,5.950507162,5.96,23.89271992,26.55,0.190912273,0.19,10.57373299,9.45
2885.625,0.378,42.06777036,36.68,5.934341721,5.94,23.90823398,26.26,0.19096267,0.19,10.54251203,9.47
2885.75,0.4,41.93428382,34.47,5.932948179,5.85,23.94827976,26.44,0.191353122,0.2,10.50932699,8.92
2885.875,0.407,42.67205503,38.96,5.93492176,5.71,23.63988525,25.46,0.191149732,0.2,10.71235244,10.02
2886,0.423,43.04185367,37.59,5.951988527,5.59,23.49279903,24.16,0.19047079,0.21,10.83666676,9.66
2886.125,0.442,43.54154057,32.73,5.963894114,5.58,23.42753574,22.2,0.190527598,0.21,11.06169165,8.43
2886.25,0.454,44.02179208,35.22,5.983695265,5.66,23.40499201,21.88,0.190332889,0.21,11.18067073,9.04
2886.375,0.454,44.39017991,37.93,5.997458768,5.74,23.39751205,21.55,0.190138903,0.2,11.2284845,9.7
2886.5,0.446,44.34505103,38.63,5.999254968,5.76,23.40848449,21.47,0.190380968,0.2,11.22577178,9.87
2886.625,0.439,43.24835267,37.83,5.960226887,5.73,23.49891256,21.56,0.190630906,0.2,10.97480346,9.67
2886.75,0.428,42.28067236,37.66,5.951214854,5.73,23.6617684,21.58,0.190831361,0.2,10.75396707,9.63
2886.875,0.414,41.09772059,38.69,5.892534287,5.76,23.75438232,21.46,0.191753046,0.2,10.40819557,9.88
2887,0.4,40.15494534,40.22,5.851179754,5.8,23.08264602,21.28,0.201019891,0.2,10.16699471,10.24
2887.125,0.38,39.61239138,41.14,5.807605017,5.83,22.80718951,21.17,0.201195647,0.2,9.992987835,10.46
2887.25,0.378,38.22277534,40.49,5.772921331,5.81,22.56556543,21.25,0.200992621,0.2,9.696259297,10.31
2887.375,0.401,38.12183489,36.14,5.782921573,5.68,22.73185272,21.77,0.201067143,0.21,9.732763078,9.27
2887.5,0.441,39.4294144,27.55,5.817065441,5.43,23.35960577,22.83,0.201144693,0.22,10.00812191,7.14
2887.625,0.463,40.39127621,22.7,5.889110355,5.16,23.94164816,23.45,0.191667289,0.24,10.17118078,5.89
2887.75,0.492,41.7546846,14.98,5.970734264,4.83,25.09706208,25.49,0.191024994,0.26,10.55722768,3.84
2887.875,0.484,43.23436026,11.95,6.040737402,4.26,25.13883946,28.23,0.190446965,0.27,10.91376966,3
2888,0.465,44.63664115,13.48,6.110358854,5,25.08449733,28.97,0.183455932,0.26,11.08162354,3.41
2888.125,0,43.85345106,18.87,6.136064594,5.16,25.14475422,28.33,0.182287861,0.24,11.05061961,4.87
2888.25,0,43.42051468,21.09,6.129332021,5.36,25.3848321,27.83,0.182920605,0.23,11.02495916,5.46
2888.375,0,42.2599178,27.12,6.13453162,5.56,25.73924263,26.73,0.182918261,0.21,10.5569359,7.04
2888.5,0,41.31087084,32.99,6.108338121,5.73,25.81972385,25.51,0.183171649,0.2,10.42942928,8.54
2888.625,0,41.20607839,37.6,6.107897411,5.85,25.71083822,24.38,0.183012756,0.2,10.47659238,9.67
2888.75,0,41.60271743,40.09,6.116188943,5.9,25.64611368,23.64,0.182959264,0.19,10.61849996,10.27
2888.875,0,41.04461364,41.94,6.125742977,5.94,25.92000851,22.94,0.182961747,0.19,10.42758923,10.7
2889,0,39.97389389,46.18,6.107805985,6,26.55453804,21.11,0.182470455,0.19,10.11561442,11.65
2889.125,0,38.26828023,49.98,6.075303452,6.09,26.8917696,20.15,0.188830366,0.19,9.90423697,12.49
2889.25,0,37.68210966,52.11,6.060838101,6.15,27.04942077,19.92,0.189507809,0.18,9.764987913,12.97
2889.375,0,36.98666682,52.34,6.054153784,6.16,27.2751059,19.89,0.188769485,0.18,9.55675621,13.02
2889.5,0,37.4035836,51.33,6.017332218,6.13,27.69053509,20,0.18549107,0.18,9.566588858,12.8
2889.625,0,38.32139817,47.06,6.0555723,6.09,27.80180638,22.25,0.183227949,0.19,9.798345588,11.9
2889.75,0,38.7879784,43.57,6.10178839,6.06,27.70791674,23.96,0.181116179,0.19,10.01345906,11.12
2889.875,0,39.68766723,41.8,6.130496292,6.04,27.45861823,24.7,0.180212374,0.19,10.16800083,10.71
2890,0,39.90135547,40.53,6.152231181,6.01,27.42447261,25,0.179079984,0.19,10.28500222,10.4
2890.125,0,40.17332266,39.41,6.160777771,5.98,27.40917791,25.21,0.178611003,0.19,10.31302069,10.13
2890.25,0,40.10998274,38.7,6.159042944,5.97,27.40835106,25.55,0.179052129,0.19,10.30756352,9.96
2890.375,0,40.13787143,38.89,6.209463355,6,27.39532892,25.76,0.175777061,0.19,10.34091368,10.01
2890.5,0,40.62825293,39.71,6.206005099,6.03,27.29197879,25.67,0.17606063,0.19,10.43476644,10.21
2890.625,0,43.81096795,40.38,6.207840148,6.04,25.6766862,25.43,0.177393319,0.19,11.24135895,10.37
2890.75,0,48.40522289,40.87,6.182285257,6.05,22.03706403,25.28,0.17893117,0.19,12.30511493,10.49
2890.875,0,52.09860846,41.89,6.171507089,6.08,20.28378825,25.12,0.182160666,0.19,12.97506778,10.74
2891,0,53.14665363,43.9,6.214054266,6.14,20.02831302,24.68,0.182183571,0.18,13.28874176,11.22
2891.125,0,51.48696529,45.99,6.241286328,6.18,21.7620858,24.12,0.1799244,0.18,12.92265117,11.71
2891.25,0,46.80724256,46.83,6.293811094,6.2,25.42472573,23.98,0.179311488,0.18,11.87555779,11.9
2891.375,0,46.79137272,46.57,6.341763992,6.21,26.01387499,24.22,0.176247915,0.18,11.93764272,11.85
2891.5,0,46.60376757,46.29,6.308535927,6.22,25.71438811,24.37,0.176212262,0.18,11.95414072,11.79
2891.625,0,47.85858162,46.48,6.26518517,6.21,24.41245485,24.19,0.176951532,0.18,12.10829543,11.83
2891.75,0,51.65010165,46.64,6.247655423,6.19,21.8654131,23.95,0.17688314,0.18,12.93334788,11.86
2891.875,0.235,53.65712098,46.59,6.187570859,6.18,20.09907201,23.8,0.179739149,0.18,13.36636081,11.84
2892,0.197,52.75179604,46.44,6.152589609,6.17,20.11666887,23.7,0.181853221,0.18,13.22110684,11.8
2892.125,0.199,51.20294399,46.3,6.097852191,6.16,20.03470474,23.65,0.184387701,0.18,12.57329061,11.77
2892.25,0.216,48.77941643,46.23,6.033768728,6.16,20.24031889,23.69,0.190459497,0.18,12.14548807,11.75
2892.375,0.234,48.16013102,46.12,5.992739241,6.17,20.42607032,23.91,0.191530381,0.18,11.97211926,11.73
2892.5,0.252,48.08841725,46.04,5.995852424,6.18,20.48863615,24.14,0.190230927,0.18,11.91882198,11.72
2892.625,0.269,48.12472993,46.07,5.996452881,6.19,20.46490696,24.24,0.190231135,0.18,11.9406145,11.73
2892.75,0.283,48.0029042,46.17,5.997579544,6.2,20.50037878,24.21,0.190056673,0.18,11.93627933,11.75
2892.875,0.291,47.60134401,46.21,5.991548423,6.19,20.54078884,24.16,0.18985524,0.18,11.8774332,11.76
2893,0.289,47.44347718,46.59,5.975250927,6.2,20.53903586,24.02,0.189821334,0.18,11.85073957,11.85
2893.125,0.279,46.62473033,47.17,5.955664425,6.2,20.74242842,23.78,0.190366427,0.18,11.70996429,11.98
2893.25,0.274,45.04838352,47.08,5.919653998,6.19,20.9894914,23.73,0.190891214,0.18,11.2944208,11.96
2893.375,0.277,44.33192604,45.92,5.901056569,6.16,21.10731264,23.91,0.190913571,0.18,11.11516923,11.68
2893.5,0.292,42.77945228,45.01,5.864329916,6.12,21.48352604,23.88,0.193354504,0.18,10.91028382,11.47
2893.625,0.319,43.06080995,45.28,5.857466058,6.08,21.66637277,23.15,0.189827356,0.19,10.67923613,11.51
2893.75,0.335,43.99000664,48.05,5.88906302,6.05,21.69129837,20.86,0.188420105,0.19,11.04023012,12.08
2893.875,0.341,44.39715659,48.24,5.903578771,6.04,21.57849242,20.35,0.188098484,0.19,11.3042804,12.1
2894,0.32,46.48475829,48,5.974165035,6.03,21.37812986,20.38,0.187912033,0.19,11.62099917,12.05
2894.125,0.29,47.86034695,48.22,6.02288064,6.04,21.01746522,20.35,0.189383446,0.19,12.04504673,12.1
2894.25,0.272,50.01723468,49.09,6.080901738,6.06,20.42304934,20.25,0.186942879,0.19,12.28770903,12.29
2894.375,0.265,50.92669423,49.93,6.125740473,6.09,20.38979239,20.16,0.182751892,0.18,12.54853958,12.48
2894.5,0,50.83746844,50.19,6.162021724,6.1,20.40107242,20.13,0.181617041,0.18,12.72128342,12.54
2894.625,0,52.37213515,49.5,6.189070621,6.08,20.39584269,20.21,0.180899945,0.18,13.02587075,12.39
2894.75,0,52.33406004,48.85,6.190019157,6.06,20.32739828,20.28,0.180894562,0.19,13.01974955,12.24
2894.875,0.214,53.08516753,48.61,6.190723104,6.05,20.18314069,20.31,0.179895926,0.19,13.2455368,12.19
2895,0.217,53.51577821,49.18,6.176895233,6.07,20.03131215,20.24,0.180338831,0.19,13.43341981,12.31
2895.125,0.225,53.0106199,50.19,6.163653556,6.1,19.9375653,20.13,0.179675217,0.18,13.30068419,12.54
2895.25,0.229,53.17404438,51.18,6.177026654,6.12,19.95682272,20.02,0.177898463,0.18,13.32688597,12.76
2895.375,0.225,54.21966656,51.78,6.213510087,6.14,19.93771994,19.95,0.177637533,0.18,13.59365933,12.9
2895.5,0.222,54.60985894,49.4,6.201731062,6.16,19.93410785,21.89,0.177368971,0.18,13.65013749,12.44
2895.625,0.232,53.76913758,43.02,6.184100746,6.18,19.96006214,25.56,0.178294813,0.18,13.46868317,11.02
2895.75,0.253,54.42256124,41.85,6.177250068,6.19,19.90454168,26.27,0.17939775,0.18,13.61893794,10.75
2895.875,0.258,53.32804823,42.12,6.154680234,6.21,19.76621427,26.25,0.181338629,0.18,13.33909323,10.82
2896,0.268,53.32251168,42.11,6.14177599,6.21,19.73292644,26.26,0.182925336,0.18,13.01912059,10.81
2896.125,0.288,52.16203328,41.53,6.129996029,6.19,19.85288549,26.41,0.183053198,0.18,12.78972323,10.67
2896.25,0.307,50.48214943,40.95,6.083123339,6.17,19.98290997,26.5,0.189209364,0.18,12.52972736,10.53
2896.375,0.316,50.07237047,41.59,6.050880893,6.16,20.08178425,26.08,0.190240793,0.18,12.41962207,10.68
2896.5,0.32,48.87457825,43.64,6.024672777,6.16,20.428185,25.05,0.191045328,0.18,12.12071007,11.16
2896.625,0.321,48.19494435,45.65,6.023248039,6.17,20.4914496,24.2,0.190090873,0.18,11.93192776,11.63
2896.75,0.317,47.752016,45.46,5.983007407,6.19,20.51222664,24.5,0.189697497,0.18,11.80862881,11.59
2896.875,0.318,47.42020914,43.34,5.962585655,6.2,20.61759686,25.63,0.18980287,0.18,11.76945729,11.1
2897,0.322,47.23007994,40.98,5.952305935,6.19,20.68436582,26.62,0.190047688,0.18,11.72591572,10.54
2897.125,0.323,46.37959716,40.06,5.944679637,6.17,20.76405075,26.89,0.18998963,0.18,11.61394603,10.32
2897.25,0.325,45.97567682,40.99,5.926127271,6.16,20.85741869,26.34,0.190256219,0.18,11.43790123,10.54
2897.375,0.313,45.55899027,42.68,5.910673828,6.15,20.9627735,25.47,0.190699584,0.18,11.31959257,10.94
2897.5,0.292,45.56727935,42.58,5.910554888,6.15,20.94977005,25.5,0.190936617,0.18,11.31628915,10.91
2897.625,0.256,46.20219348,40.3,5.922675115,6.15,20.86380896,26.64,0.191049447,0.18,11.48629992,10.37
2897.75,0.233,47.15927746,38.62,5.963578135,6.17,20.8347798,27.54,0.191132592,0.18,11.71311494,9.97
2897.875,0.219,47.48073268,38.03,5.978258595,6.18,20.66347267,27.84,0.191098145,0.18,11.80676593,9.82
2898,0.208,47.72198698,37.89,5.992187373,6.16,20.67301434,27.81,0.191554241,0.18,11.90410814,9.79
2898.125,0.193,47.92553907,37.43,5.979161439,6.13,20.68254045,27.75,0.19170455,0.18,11.90780641,9.67
2898.25,0.186,44.20163706,36.75,5.879885064,6.1,21.07308746,27.83,0.200659819,0.18,11.04285087,9.5
2898.375,0.209,38.56293987,35.37,5.740603064,6.08,21.51051233,28.26,0.202449757,0.18,9.694762447,9.16
2898.5,0.279,32.20558085,34.6,5.586398357,6.07,22.41998834,28.52,0.217137106,0.18,8.207359305,8.96
2898.625,0.406,27.09494054,34.88,5.420669586,6.08,23.04801105,28.48,0.226782582,0.18,6.934972532,9.04
2898.75,0.557,21.76666711,35.45,5.295209829,6.1,23.78992996,28.41,0.237325638,0.18,5.551090196,9.18
2898.875,0.667,18.18444145,35.92,5.194825417,6.12,23.92028829,28.35,0.242415702,0.18,4.771679829,9.3
2899,0.639,18.07499499,37.05,5.146086374,6.13,23.96242812,27.95,0.242465965,0.18,4.685756398,9.58
2899.125,0.517,20.41273812,37.35,5.235677834,6.15,23.85599504,27.94,0.237588552,0.18,5.14845739,9.65
2899.25,0.352,23.63243685,37.25,5.358198301,6.17,23.55470141,28.13,0.223530942,0.18,6.245568743,9.63
2899.375,0.239,29.08855326,37.96,5.5221038,6.2,23.15907485,28.06,0.212780844,0.18,7.488150654,9.81
2899.5,0.182,37.37656736,39.52,5.722057111,6.26,21.92047966,27.8,0.200626411,0.18,9.471777169,10.19
2899.625,0.171,44.66784504,39.77,5.903109095,6.27,21.14905833,27.75,0.191342245,0.18,11.13710533,10.26
2899.75,0.183,47.97167538,40.14,6.011056725,6.28,20.52222929,27.67,0.190386157,0.18,11.88802247,10.35
2899.875,0.207,50.5957085,40.74,6.099162629,6.27,20.27783079,27.4,0.183763525,0.18,12.4225282,10.49
2900,0.233,51.3503484,41.32,6.09715753,6.25,20.24998056,27.02,0.183508644,0.18,12.64771428,10.63
2900.125,0.242,51.29269963,40.95,6.09560529,6.21,20.23633752,26.82,0.182657788,0.18,12.69133785,10.54
2900.25,0.24,51.28422267,39.71,6.090734103,6.15,20.25276467,26.91,0.182741078,0.18,12.61272837,10.23
2900.375,0.227,49.38612335,37.76,6.056468159,6.09,20.35131278,27.24,0.188956743,0.18,12.22231122,9.75
2900.5,0.203,46.44653438,36.21,5.934364218,6.04,20.87787051,27.53,0.19129671,0.19,11.49415429,9.36
2900.625,0.166,40.40727388,35.63,5.777625365,6.02,21.56700519,27.63,0.20034654,0.19,10.12561962,9.22
2900.75,0.15,35.01287325,35.56,5.639314903,6.02,22.1306181,27.63,0.210454532,0.19,8.913794666,9.2
2900.875,0.191,31.27994315,35.8,5.531894438,6.02,22.8931839,27.54,0.212693316,0.19,7.969710452,9.26
2901,0.223,29.54752871,36.36,5.509499247,6.03,23.03049131,27.34,0.217342625,0.19,7.527136229,9.4
2901.125,0.213,32.1673786,36.8,5.565946093,6.02,22.83220738,27.03,0.211395214,0.19,8.237794582,9.51
2901.25,0.192,37.56087964,36.93,5.716263156,6,21.76852779,26.74,0.201101182,0.19,9.527602315,9.54
2901.375,0.18,44.73381121,36.29,5.88938525,5.97,21.14075754,26.8,0.191490521,0.19,11.14021031,9.38
2901.5,0.18,50.44058201,35.03,6.082995108,5.96,20.30873482,27.31,0.184254837,0.19,12.35874808,9.06
2901.625,0.195,53.17479426,33.81,6.163442685,5.96,20.07673866,27.93,0.18013843,0.19,13.23626531,8.76
2901.75,0.218,54.22913639,33.33,6.207988543,5.97,20.06485225,28.27,0.17736978,0.19,13.49917396,8.64
2901.875,0.262,54.5351418,33.87,6.22141724,5.99,20.16299278,28.2,0.176918595,0.19,13.54607432,8.78
2902,0.293,54.69988083,34.84,6.253551009,6.01,20.14335328,27.91,0.175982562,0.19,13.69023497,9.02
2902.125,0.308,54.58488532,35.56,6.253911759,6.02,20.17816089,27.66,0.176133921,0.19,13.64987453,9.2
2902.25,0.306,54.11507862,35.59,6.244125242,6.02,20.13324399,27.64,0.176879332,0.19,13.48694465,9.21
2902.375,0.294,53.83120653,35.03,6.227437855,6.01,20.17492283,27.86,0.177040437,0.19,13.44292893,9.07
2902.5,0.278,53.79590048,34.39,6.211873907,6,20.16911691,28.06,0.176955055,0.19,13.42018901,8.91
2902.625,0.264,53.72240159,33.68,6.200834408,5.98,20.16032142,28.18,0.176890085,0.19,13.41581227,8.73
2902.75,0.242,53.78433013,33.01,6.200582288,5.95,20.16815449,28.26,0.177361706,0.19,13.44227448,8.56
2902.875,0.225,53.1570267,32.49,6.191483574,5.93,20.1563669,28.33,0.177972379,0.19,13.31593845,8.42
2903,0.205,53.55647234,32.46,6.204420028,5.92,20.05524508,28.28,0.177879604,0.19,13.496019,8.42
2903.125,0.174,54.51579697,32.9,6.216633708,5.93,19.82998548,28.12,0.178824196,0.19,13.70994563,8.53
2903.25,0.155,55.35789471,33.48,6.223121472,5.94,19.78657862,27.95,0.180023777,0.19,13.80346258,8.68
2903.375,0.154,53.36633771,34.17,6.171473629,5.96,19.8426402,27.83,0.18200333,0.19,13.24815633,8.85
2903.5,0.167,51.6665615,34.72,6.113235395,5.98,20.07098135,27.75,0.183697697,0.19,12.81044823,8.99
2903.625,0.174,48.30355007,35.23,6.013500048,6,20.52808465,27.67,0.191171384,0.19,11.91742056,9.12
2903.75,0.177,47.61424626,35.53,5.975460064,6.02,20.65209698,27.64,0.19074231,0.19,11.73874695,9.19
2903.875,0.181,47.46754462,35.85,5.981090669,6.03,20.66816794,27.64,0.191079351,0.19,11.7347629,9.27
2904,0.186,47.69752313,36.32,5.974915922,6.05,20.67473918,27.6,0.190878051,0.19,11.74218389,9.39
2904.125,0.192,48.02450124,36.65,5.986900986,6.07,20.62244594,27.57,0.191708643,0.19,11.86109273,9.48
2904.25,0.2,48.34196488,36.49,6.018469466,6.07,20.49431014,27.68,0.190910762,0.18,12.02299387,9.43
2904.375,0.216,48.36510577,35.85,6.029719437,6.06,20.42783003,27.9,0.19005468,0.18,12.04955092,9.28
2904.5,0.223,48.49931643,35,6.041252536,6.04,20.42318313,28.09,0.189761751,0.19,12.08373864,9.06
2904.625,0.223,48.45725374,34.42,6.036709284,6.01,20.42350026,28.14,0.189655585,0.19,12.05059148,8.92
2904.75,0.217,48.42400208,34.52,6.019950299,6,20.54149807,28.03,0.190176379,0.19,12.02699706,8.94
2904.875,0.212,48.18688467,35.06,6.024045548,6.01,20.55162064,27.84,0.190238994,0.19,11.95327828,9.07
2905,0.208,47.89570437,34.86,6.01480199,6.01,20.66350619,27.9,0.190966235,0.19,11.88870935,9.03
2905.125,0.202,47.97647187,33.59,5.995068692,5.98,20.66639873,28.28,0.190921852,0.19,11.867779,8.7
2905.25,0.195,47.79601075,32.09,5.99793927,5.94,20.64305413,28.67,0.190162,0.19,11.83817946,8.32
2905.375,0.193,47.96051635,31.54,6.022812275,5.93,20.7147957,28.79,0.189523807,0.19,11.8376354,8.18
2905.5,0.197,47.49837644,31.45,6.035695679,5.91,20.68416616,28.73,0.189929776,0.19,11.89072778,8.16
2905.625,0.22,48.42654756,31.21,6.05510351,5.89,20.41405062,28.66,0.189560763,0.19,12.14634839,8.1
2905.75,0.252,49.08993617,30.26,6.085560388,5.85,20.59676479,28.73,0.189837379,0.19,12.318514,7.85
2905.875,0.256,48.49806192,29.08,6.073842717,5.8,20.79593343,28.91,0.189899501,0.2,12.15984737,7.55
2906,0.232,48.07310787,27.96,6.04069054,5.77,20.60215965,29.16,0.190580086,0.2,12.00447172,7.26
2906.125,0.226,44.42250175,27.18,5.91742063,5.75,20.91152132,29.39,0.199890433,0.2,11.16036792,7.06
2906.25,0.231,41.54826646,26.76,5.807465299,5.74,21.42316399,29.53,0.201482845,0.2,10.34962978,6.95
2906.375,0.232,39.27861228,26.9,5.776752342,5.75,21.56983601,29.51,0.200663435,0.2,9.94928903,6.98
2906.5,0.226,39.26385969,27.33,5.764461419,5.76,21.75820345,29.45,0.200739209,0.2,9.910068426,7.1
2906.625,0.217,41.3649223,28.17,5.800836665,5.79,21.65303772,29.26,0.200893785,0.2,10.33675198,7.31
2906.75,0.209,44.54208651,29.21,5.885229758,5.82,21.27654129,29.03,0.191892892,0.19,11.04416282,7.58
2906.875,0.204,46.88709243,30.46,5.947896493,5.86,20.86082341,28.77,0.191123622,0.19,11.60962967,7.91
2907,0.203,47.89734918,31.72,5.979288031,5.9,20.64921994,28.47,0.191135049,0.19,11.752733,8.23
2907.125,0.209,47.78788126,32.82,5.99038682,5.93,20.69724914,28.14,0.190567449,0.19,11.73411933,8.51
2907.25,0.221,47.84957728,33.7,5.994808132,5.95,20.69633688,27.9,0.190580172,0.19,11.73877957,8.73
2907.375,0.229,47.40554726,34.44,5.987159522,5.97,20.75678751,27.79,0.190766074,0.19,11.7513951,8.92
2907.5,0.235,47.44013687,35.51,5.991138949,6.02,20.68706059,27.68,0.191007525,0.19,11.74439241,9.19
2907.625,0.237,47.50326566,37.07,5.9826506,6.07,20.68706059,27.38,0.191442677,0.19,11.83583398,9.58
2907.75,0.233,47.50656381,38.67,5.991808426,6.11,20.63615485,26.97,0.191479954,0.18,11.81984569,9.97
2907.875,0.231,47.62216849,39.75,5.992431601,6.14,20.68706059,26.74,0.191336972,0.18,11.82019724,10.24
2908,0.237,48.15514323,39.82,6.010552908,6.15,20.57594358,26.84,0.190835912,0.18,11.85997765,10.26
2908.125,0.242,48.26197949,39.91,6.005848742,6.17,20.57098141,26.97,0.191573606,0.18,11.93091586,10.28
2908.25,0.238,48.6838441,40.44,6.024351731,6.19,20.55603302,26.9,0.191157185,0.18,12.05898578,10.41
2908.375,0.229,48.89028363,41.42,6.040102436,6.21,20.42775893,26.65,0.190206455,0.18,12.11905739,10.65
2908.5,0.218,49.3205283,42.03,6.048001088,6.22,20.37735666,26.47,0.190059935,0.18,12.19297347,10.8
2908.625,0.204,49.29602748,42.17,6.03533074,6.22,20.36586551,26.39,0.190034476,0.18,12.16244536,10.83
2908.75,0.195,48.7787148,42.02,6.026615301,6.21,20.4155438,26.32,0.190507006,0.18,12.07104774,10.79
2908.875,0.188,48.68417248,42.19,6.013465652,6.19,20.48105092,26.09,0.190985579,0.18,12.05947648,10.83
2909,0.188,48.44137049,42.74,6.005370155,6.16,20.52692814,25.57,0.191493279,0.18,11.97464673,10.96
2909.125,0.194,48.27221727,44.43,5.98863064,6.13,20.58071063,24.34,0.191497231,0.19,11.91145557,11.34
2909.25,0.205,47.9938952,46.99,5.979646258,6.06,20.58642705,21.82,0.191409244,0.19,11.87102487,11.87
2909.375,0.213,48.01282045,46.56,5.984729229,5.99,20.58551479,20.54,0.191270418,0.19,11.87494691,11.72
2909.5,0.219,48.05610317,44.24,5.974467111,5.92,20.56759368,20.81,0.191262743,0.19,11.8932427,11.18
2909.625,0.219,48.32222595,42.36,5.989724768,5.87,20.56108985,21.03,0.191085304,0.2,11.94605637,10.75
2909.75,0.218,48.47624978,40.61,6.005094603,5.81,20.51008189,21.23,0.191067105,0.2,12.00948095,10.34
2909.875,0.22,48.60107053,39.2,6.005286247,5.77,20.47510548,21.4,0.190650881,0.2,12.02510432,10
2910,0.222,48.65008647,38.43,6.015727271,5.75,20.45895792,21.49,0.190440318,0.2,12.10273798,9.82
2910.125,0.219,49.65027872,38.05,6.075273723,5.74,20.28147588,21.54,0.18921199,0.2,12.29961272,9.73
2910.25,0.214,51.62301209,37.67,6.113732587,5.73,20.04245651,21.58,0.184010844,0.2,12.75000658,9.64
2910.375,0.209,52.94016243,37.01,6.149749963,5.71,19.90626496,21.66,0.183481386,0.2,13.05504987,9.48
2910.5,0.207,53.86700663,36.29,6.188102671,5.69,19.8193239,21.75,0.182607375,0.21,13.31373298,9.3
2910.625,0.2,53.53154731,36.02,6.173990948,5.68,19.87382084,21.78,0.182721614,0.21,13.19548463,9.24
2910.75,0.178,52.28356767,36.43,6.120822532,5.69,20.06242636,21.73,0.183526703,0.21,12.82556271,9.34
2910.875,0.158,48.85679201,36.8,6.035468292,5.7,20.32555893,21.69,0.190214964,0.21,12.12956854,9.43
2911,0.148,47.74770053,36.22,5.969154133,5.69,20.60680426,21.76,0.190543177,0.21,11.76746833,9.29
2911.125,0.144,46.60332801,34.99,5.92711498,5.65,20.94715811,21.91,0.190900085,0.21,11.57161389,8.99
2911.25,0.15,46.318942,34.81,5.916774183,5.64,20.99944681,21.93,0.191003549,0.21,11.5005344,8.94
2911.375,0.17,46.71157063,36.57,5.957491588,5.7,20.95572856,21.71,0.190643934,0.2,11.54717194,9.37
2911.5,0.21,47.37720358,38.96,5.980122075,5.77,20.9067698,21.43,0.191253194,0.2,11.78114906,9.94
2911.625,0.244,49.37176689,40.5,6.048963151,5.81,20.61639489,21.25,0.18791922,0.2,12.13779384,10.31
2911.75,0.263,50.94124947,40.94,6.082913101,5.82,20.28516941,21.19,0.183727383,0.2,12.49383523,10.41
2911.875,0.256,51.23834163,40.71,6.102477364,5.82,20.20235893,21.22,0.182818142,0.2,12.66785323,10.36
2912,0.228,51.32601707,40.04,6.097063327,5.8,20.15586767,21.3,0.182905082,0.2,12.69037106,10.2
2912.125,0.192,51.34230492,39.63,6.097342519,5.79,20.25207524,21.35,0.183318561,0.2,12.61303748,10.1
2912.25,0.159,50.90053752,39.66,6.0934741,5.79,20.28623944,21.34,0.183414761,0.2,12.45375122,10.11
2912.375,0.14,50.61705318,39.93,6.095965833,5.79,20.36125598,21.31,0.183294284,0.2,12.41518562,10.18
2912.5,0,49.77113089,40.15,6.100633383,5.8,20.58569957,21.29,0.183132759,0.2,12.27567772,10.23
2912.625,0,48.27742428,40.62,6.093127312,5.81,21.47657581,21.23,0.184132322,0.2,12.00661587,10.34
2912.75,0,44.17545818,41.63,6.038691978,5.84,22.59490611,21.11,0.189635936,0.2,11.18488932,10.58
2912.875,0,38.89637715,42.03,5.943785758,5.86,24.60029029,21.07,0.191078483,0.2,9.927004105,10.67
2913,0,33.90990651,40.87,5.869729151,5.82,26.89961495,21.2,0.191671255,0.2,8.664259817,10.4
2913.125,0,29.53402372,37.81,5.810355746,5.73,28.42258449,21.57,0.200163705,0.2,7.663308786,9.67
2913.25,0,26.93585182,36.21,5.738373067,5.69,29.05142879,21.76,0.200180826,0.21,7.102881675,9.28
2913.375,0,26.06632431,36.97,5.697338286,5.71,29.21082767,21.67,0.20112148,0.21,6.86527551,9.47
